Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken,delay_ratio,total_risk_index,risk_level,reallocation_strategy,new_shipping_cost_usd,estimated_new_lead_time
ORD-4291F748,2024-02-03,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,8,0,On Time,,0.25,6.0,2.07,3706.88,5931,Standard Shipping,0.0,0.39,Moderate,Maintain Current Route,4262.911999999999,9.0
ORD-CDFE5109,2025-08-15,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,29,0,On Time,,0.39,4.6,5.46,131.36,189,Standard Shipping,0.0,0.418,High,Reroute via Atlantic/Cape,196.3832,33.0
ORD-0DDE30B9,2025-12-18,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,,0.77,4.7,4.57,3062.99,3461,Standard Shipping,0.0,0.6499999999999999,Moderate,Maintain Current Route,3522.4384999999993,13.0
ORD-FF26E681,2025-04-17,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,,0.35,9.8,3.19,477.23,707,Standard Shipping,0.0,0.602,High,Switch to Air (Priority),3841.7014999999997,12.0
ORD-C1594076,2024-02-10,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,37,12,Late,Geopolitical Conflict (Route Diversion),0.43,5.9,7.08,3323.31,2905,Re-routing,0.48,0.494,High,Reroute via Atlantic/Cape,4968.3484499999995,27.500000000000004
ORD-7E5B926F,2025-10-24,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,7,0,On Time,,0.77,8.0,4.34,4776.35,5397,Standard Shipping,0.0,0.782,High,Switch to Air (Express),38449.6175,3.6
ORD-2E054430,2025-07-17,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,,0.64,3.1,3.09,26248.2,2910,Standard Shipping,0.0,0.508,High,Switch to Air (Priority),211298.01,2.0
ORD-824ED28C,2024-10-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.25,0.7,2.31,5052.5,8084,Standard Shipping,0.0,0.178,Moderate,Maintain Current Route,5810.375,20.0
ORD-502C09F5,2025-01-14,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,5,1,0,On Time,,0.83,3.9,2.63,49197.72,4888,Standard Shipping,0.0,0.6539999999999999,Moderate,Manual Review Required,56577.378,5.0
ORD-E60D275A,2025-10-24,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,31,28,0,On Time,,0.11,5.4,3.14,5205.9,9380,Standard Shipping,0.0,0.282,High,Switch to Air (Priority),41907.494999999995,12.4
ORD-8248C20F,2024-07-26,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,,0.19,4.4,3.4,900.83,1514,Standard Shipping,0.0,0.29,High,Reroute via Atlantic/Cape,1346.7408500000001,29.700000000000003
ORD-B0208ADA,2025-10-16,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,24,0,On Time,,0.46,8.0,3.26,7086.84,9708,Standard Shipping,0.0,0.5960000000000001,High,Switch to Air (Priority),57049.062,10.4
ORD-EF4D9EEC,2025-05-17,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,,0.38,1.8,3.03,5869.83,8507,Standard Shipping,0.0,0.3,Moderate,Maintain Current Route,6750.304499999999,13.0
ORD-2054E13C,2025-01-14,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,4,4,0,On Time,,0.67,9.6,3.22,79551.29,8661,Standard Shipping,0.0,0.786,High,Switch to Air (Priority),640387.8844999999,1.6
ORD-231D868F,2025-11-03,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,11,0,On Time,,0.33,9.9,1.83,1135.82,1708,Standard Shipping,0.0,0.5940000000000001,Moderate,Maintain Current Route,1306.1929999999998,15.0
ORD-70D9285E,2024-03-24,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,,0.13,4.9,3.64,3505.82,6205,Standard Shipping,0.0,0.274,Moderate,Maintain Current Route,4031.6929999999998,13.0
ORD-A6AFCCDF,2025-03-25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,8,0,On Time,,0.78,6.7,4.92,7113.77,7993,Standard Shipping,0.0,0.736,High,Switch to Air (Express),57265.8485,3.6
ORD-F220E908,2024-11-26,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,19,0,On Time,,0.87,6.1,3.0,3180.87,3402,Standard Shipping,0.0,0.766,High,Switch to Air (Priority),25606.0035,7.6000000000000005
ORD-BB787988,2025-06-02,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,27,0,On Time,,0.41,6.8,3.24,6356.28,9016,Standard Shipping,0.0,0.518,High,Reroute via Atlantic/Cape,9502.638599999998,34.1
ORD-78015871,2024-11-23,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,19,19,0,On Time,,0.32,9.6,4.07,685.74,1039,Standard Shipping,0.0,0.5760000000000001,Moderate,Maintain Current Route,788.601,19.0
ORD-A60E0F67,2025-03-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,17,0,On Time,,0.23,0.0,1.04,4763.79,7746,Standard Shipping,0.0,0.138,Moderate,Maintain Current Route,5478.358499999999,20.0
ORD-7806DFEA,2024-06-06,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,5,6,1,Late,Port Congestion,0.3,1.3,6.24,26780.33,2270,Expedited Air Freight,0.2,0.2319999999999999,Moderate,Manual Review Required,30797.3795,5.0
ORD-4C7340BF,2024-04-04,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,,0.73,9.1,2.81,5374.24,6213,Standard Shipping,0.0,0.802,High,Switch to Air (Express),43262.632,7.6000000000000005
ORD-FE32E6FB,2024-07-29,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,12,0,On Time,,0.24,2.4,4.91,4371.62,7051,Standard Shipping,0.0,0.24,Moderate,Maintain Current Route,5027.362999999999,13.0
ORD-1FC50464,2025-04-07,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,19,13,Late,Geopolitical Conflict (Route Diversion),0.42,3.1,2.16,109090.08,5820,Expedited Air Freight,2.1666666666666665,0.376,High,Switch to Air (Priority),878175.144,2.4000000000000004
ORD-AF15BF85,2025-05-12,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,27,0,On Time,,0.72,9.9,5.54,5291.58,6153,Standard Shipping,0.0,0.8280000000000001,High,Reroute via Atlantic/Cape,7910.912099999999,34.1
ORD-2408714F,2025-07-03,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,13,0,On Time,,0.59,5.8,4.24,2556.72,3216,Standard Shipping,0.0,0.586,Moderate,Maintain Current Route,2940.2279999999996,15.0
ORD-D4A875BA,2025-03-06,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,38,35,0,On Time,,0.7,4.2,1.84,2320.5,2730,Standard Shipping,0.0,0.588,Moderate,Maintain Current Route,2668.575,38.0
ORD-840B4C24,2024-09-28,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,7,4,0,On Time,,0.89,6.3,3.63,95737.95,9210,Standard Shipping,0.0,0.786,High,Manual Review Required,110098.64249999999,7.0
ORD-6B97CF2C,2024-01-06,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,7,0,On Time,,0.64,8.6,6.1,427.22,521,Standard Shipping,0.0,0.728,High,Switch to Air (Express),3439.121,3.6
ORD-97708603,2025-04-22,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,7,0,On Time,,0.51,2.7,3.17,1845.97,2445,Standard Shipping,0.0,0.414,Moderate,Maintain Current Route,2122.8655,9.0
ORD-D69E8051,2025-12-18,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,29,28,0,On Time,,0.19,1.5,3.49,972.82,1635,Standard Shipping,0.0,0.174,High,Switch to Air (Priority),7831.200999999999,11.600000000000001
ORD-7D2FBD67,2025-10-19,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,,0.49,4.1,4.95,16799.75,2050,Standard Shipping,0.0,0.4579999999999999,High,Switch to Air (Priority),135237.9875,2.0
ORD-ADBD6DCA,2024-06-15,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,7,0,On Time,,0.42,3.0,5.22,2431.75,3425,Standard Shipping,0.0,0.372,Moderate,Maintain Current Route,2796.5125,9.0
ORD-C4CCD551,2024-07-19,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,36,34,0,On Time,,0.31,9.4,4.23,1516.98,2316,Standard Shipping,0.0,0.562,Moderate,Maintain Current Route,1744.5269999999998,36.0
ORD-60340928,2025-06-11,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,,0.18,7.0,3.6,3363.59,5701,Standard Shipping,0.0,0.388,High,Reroute via Atlantic/Cape,5028.56705,31.900000000000002
ORD-8282C9B0,2024-05-18,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,18,0,On Time,,0.19,7.0,0.7,4925.41,8278,Standard Shipping,0.0,0.394,Moderate,Maintain Current Route,5664.2215,21.0
ORD-4A0649B6,2025-11-16,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,44,18,Late,Geopolitical Conflict (Route Diversion),0.36,4.1,4.86,6371.33,5856,Re-routing,0.6923076923076923,0.38,High,Switch to Air (Priority),51289.2065,10.4
ORD-ED0FDFAB,2024-06-19,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,,0.89,3.4,3.2,8647.69,9151,Standard Shipping,0.0,0.67,High,Switch to Air (Priority),69613.90449999999,12.0
ORD-1B66E4FD,2024-01-23,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,24,0,On Time,,0.59,4.0,7.11,1260.87,1586,Standard Shipping,0.0,0.514,High,Reroute via Atlantic/Cape,1885.00065,27.500000000000004
ORD-67E78CF4,2024-08-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,,0.12,2.3,3.35,4497.36,8031,Standard Shipping,0.0,0.1639999999999999,Moderate,Maintain Current Route,5171.963999999999,20.0
ORD-481EEAD2,2024-01-18,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,5,2,0,On Time,,0.89,9.6,5.6,89532.14,8613,Standard Shipping,0.0,0.918,High,Manual Review Required,102961.961,5.0
ORD-3719C02F,2025-11-16,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,15,19,4,Late,Port Congestion,0.89,7.4,4.56,2677.75,2576,Standard Shipping,0.2666666666666666,0.8300000000000001,High,Switch to Air (Express),21555.8875,6.0
ORD-A0A5915F,2024-09-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,,0.14,2.1,3.15,2508.57,4401,Standard Shipping,0.0,0.168,High,Switch to Air (Priority),20193.9885,11.600000000000001
ORD-94903356,2024-08-25,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,37,10,Late,Geopolitical Conflict (Route Diversion),0.28,5.1,3.05,553.98,541,Re-routing,0.3703703703703703,0.372,High,Reroute via Atlantic/Cape,828.2001,29.700000000000003
ORD-00E5D6A0,2024-02-24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,18,4,Late,Port Congestion,0.87,4.5,3.38,7725.07,7511,Standard Shipping,0.2857142857142857,0.702,High,Switch to Air (Priority),62186.81349999999,5.6000000000000005
ORD-79F578BE,2025-02-18,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,14,9,Late,Geopolitical Conflict (Route Diversion),0.83,1.9,4.93,42707.81,1768,Expedited Air Freight,1.8,0.574,High,Switch to Air (Priority),343797.87049999996,2.0
ORD-B8450392,2024-12-19,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,7,0,On Time,,0.67,4.7,4.19,6007.82,7195,Standard Shipping,0.0,0.5900000000000001,Moderate,Maintain Current Route,6908.9929999999995,8.0
ORD-B4B9F6FF,2025-06-09,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,3,0,On Time,,0.56,6.2,4.03,77803.44,9068,Standard Shipping,0.0,0.5840000000000001,High,Switch to Air (Priority),626317.6919999999,2.4000000000000004
ORD-57E8E6EE,2025-07-03,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,46,16,Late,Geopolitical Conflict (Route Diversion),0.84,6.9,2.22,2849.79,1936,Re-routing,0.5333333333333333,0.78,High,Reroute via Atlantic/Cape,4260.43605,33.0
ORD-7914C3BF,2024-06-27,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,37,35,0,On Time,,0.55,3.1,3.15,5022.78,6481,Standard Shipping,0.0,0.454,Moderate,Maintain Current Route,5776.196999999999,37.0
ORD-F2F99E48,2024-10-08,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,3,2,0,On Time,,0.79,7.5,2.9,29800.82,3027,Standard Shipping,0.0,0.774,High,Manual Review Required,34270.943,3.0
ORD-2F575E4B,2025-05-02,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,,0.42,0.4,5.05,1317.76,1856,Standard Shipping,0.0,0.268,High,Switch to Air (Priority),10607.968,10.8
ORD-C4BD9CE8,2024-05-14,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,12,0,On Time,,0.67,3.5,2.29,219.6,263,Standard Shipping,0.0,0.542,Moderate,Maintain Current Route,252.53999999999996,15.0
ORD-8218DFC5,2025-02-25,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,6,3,0,On Time,,0.25,7.1,2.46,60857.5,8852,Standard Shipping,0.0,0.4339999999999999,High,Switch to Air (Priority),489902.875,2.4000000000000004
ORD-F3C59B6A,2025-07-15,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,12,0,On Time,,0.43,3.4,4.44,1509.37,2111,Standard Shipping,0.0,0.394,Moderate,Maintain Current Route,1735.7754999999997,15.0
ORD-FE24D114,2024-08-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,25,6,Late,Severe Weather (Typhoon/Storm),0.33,4.0,3.25,7231.48,9062,Standard Shipping,0.3157894736842105,0.358,Moderate,Switch to Air (Express),58213.414,7.6000000000000005
ORD-B92C22EA,2024-11-26,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,,0.3,0.8,4.27,3614.0,5560,Standard Shipping,0.0,0.212,High,Reroute via Atlantic/Cape,5402.929999999999,31.900000000000002
ORD-5C2C469D,2024-06-14,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,,0.52,6.1,2.36,3033.92,3992,Standard Shipping,0.0,0.556,Moderate,Maintain Current Route,3489.008,13.0
ORD-8F32BCB1,2024-03-06,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,27,24,0,On Time,,0.39,3.9,2.12,5108.25,7350,Standard Shipping,0.0,0.39,High,Reroute via Atlantic/Cape,7636.833749999999,29.700000000000003
ORD-42E852DE,2024-05-14,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,24,0,On Time,,0.57,9.5,3.05,873.7,1113,Standard Shipping,0.0,0.722,High,Reroute via Atlantic/Cape,1306.1815000000001,27.500000000000004
ORD-F8773794,2024-02-28,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,,0.5,5.1,3.66,3533.25,4711,Standard Shipping,0.0,0.504,High,Switch to Air (Priority),28442.6625,11.600000000000001
ORD-F5635571,2025-09-11,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,37,35,0,On Time,,0.53,2.8,4.64,2149.65,2810,Standard Shipping,0.0,0.43,Moderate,Maintain Current Route,2472.0975,37.0
ORD-5D02DAD6,2024-04-26,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,35,0,On Time,,0.3,8.8,1.53,5365.1,8254,Standard Shipping,0.0,0.532,Moderate,Maintain Current Route,6169.865,38.0
ORD-88DC38A0,2024-12-19,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,3,2,0,On Time,,0.18,7.7,3.48,58890.26,9074,Standard Shipping,0.0,0.416,Moderate,Manual Review Required,67723.799,3.0
ORD-A7290266,2025-06-09,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,39,10,Late,Geopolitical Conflict (Route Diversion),0.37,0.1,5.0,3571.86,3259,Re-routing,0.3448275862068966,0.226,High,Reroute via Atlantic/Cape,5339.930700000001,31.900000000000002
ORD-F5C1EAFC,2025-08-21,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,29,0,On Time,,0.61,8.9,3.19,2326.45,2890,Standard Shipping,0.0,0.722,High,Switch to Air (Priority),18727.922499999997,11.600000000000001
ORD-794F439C,2025-01-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,20,0,On Time,,0.28,1.6,3.95,4775.04,7461,Standard Shipping,0.0,0.232,Moderate,Maintain Current Route,5491.295999999999,20.0
ORD-EA5A93DA,2025-04-03,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,18,0,On Time,,0.4,8.8,3.18,4935.0,7050,Standard Shipping,0.0,0.5920000000000001,Moderate,Maintain Current Route,5675.25,20.0
ORD-550D7BA3,2024-05-19,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,35,0,On Time,,0.71,2.9,2.5,5270.22,6164,Standard Shipping,0.0,0.542,Moderate,Maintain Current Route,6060.753,38.0
ORD-273CD59A,2024-11-29,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,10,8,0,On Time,,0.58,5.5,3.56,7204.8,9120,Standard Shipping,0.0,0.568,Moderate,Maintain Current Route,8285.52,10.0
ORD-06C9A9B6,2024-05-19,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,,0.62,7.2,3.53,3443.31,4251,Standard Shipping,0.0,0.66,Moderate,Maintain Current Route,3959.8064999999997,14.0
ORD-62CD54E9,2025-01-12,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,10,7,0,On Time,,0.61,3.7,2.56,7292.49,9059,Standard Shipping,0.0,0.514,Moderate,Maintain Current Route,8386.3635,10.0
ORD-1E6941B2,2024-02-09,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,,0.79,2.8,2.33,605.91,677,Standard Shipping,0.0,0.586,High,Switch to Air (Priority),4877.575499999999,12.4
ORD-8456A1DB,2024-03-16,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,21,16,Late,Geopolitical Conflict (Route Diversion),0.14,7.7,2.83,49673.45,3301,Expedited Air Freight,3.2,0.392,High,Switch to Air (Priority),399871.27249999996,2.0
ORD-395144F0,2024-03-10,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,23,0,On Time,,0.43,4.9,4.58,4722.57,6605,Standard Shipping,0.0,0.454,High,Reroute via Atlantic/Cape,7060.242149999999,27.500000000000004
ORD-9163F1FB,2025-01-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,18,0,On Time,,0.31,2.1,3.72,1243.85,1899,Standard Shipping,0.0,0.27,Moderate,Maintain Current Route,1430.4274999999998,21.0
ORD-608E85F6,2025-01-06,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,5,8,3,Late,Port Congestion,0.63,4.7,2.22,52778.75,3568,Expedited Air Freight,0.6,0.5660000000000001,Moderate,Manual Review Required,60695.56249999999,5.0
ORD-F032DD92,2025-06-26,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,10,8,0,On Time,,0.45,9.6,2.73,422.68,583,Standard Shipping,0.0,0.654,Moderate,Maintain Current Route,486.082,10.0
ORD-0BBE2805,2025-06-07,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,37,11,Late,Geopolitical Conflict (Route Diversion),0.2,2.9,1.77,5711.04,5949,Re-routing,0.4230769230769231,0.236,High,Reroute via Atlantic/Cape,8538.004799999999,28.6
ORD-8CE6D750,2025-09-30,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,,0.12,4.7,4.12,4587.52,8192,Standard Shipping,0.0,0.26,High,Reroute via Atlantic/Cape,6858.3424,29.700000000000003
ORD-06EE9C09,2025-08-11,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,15,9,Late,Geopolitical Conflict (Route Diversion),0.84,8.4,4.81,39492.29,1626,Expedited Air Freight,1.5,0.8400000000000001,High,Switch to Air (Priority),317912.9345,2.4000000000000004
ORD-B3E047BA,2024-08-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,18,0,On Time,,0.38,8.8,4.45,636.87,923,Standard Shipping,0.0,0.5800000000000001,Moderate,Maintain Current Route,732.4005,20.0
ORD-D78F7F8D,2024-07-18,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,8,0,On Time,,0.88,6.6,2.9,306.44,326,Standard Shipping,0.0,0.792,High,Switch to Air (Express),2466.8419999999996,3.6
ORD-BE1303E5,2024-11-28,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,,0.19,4.2,5.21,4689.19,7881,Standard Shipping,0.0,0.282,High,Switch to Air (Priority),37747.979499999994,11.600000000000001
ORD-ADF43E60,2025-08-27,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,7,0,On Time,,0.74,9.1,4.21,2603.91,2993,Standard Shipping,0.0,0.808,High,Switch to Air (Priority),20961.475499999997,3.6
ORD-CAF95C43,2024-10-16,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,34,0,On Time,,0.24,6.8,5.19,572.88,924,Standard Shipping,0.0,0.416,Moderate,Maintain Current Route,658.8119999999999,37.0
ORD-61FD41BA,2024-03-22,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,23,0,On Time,,0.68,5.3,2.68,2908.08,3462,Standard Shipping,0.0,0.62,High,Reroute via Atlantic/Cape,4347.579599999999,27.500000000000004
ORD-31129C0E,2024-05-14,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,17,0,On Time,,0.65,4.2,2.71,2887.5,3500,Standard Shipping,0.0,0.558,Moderate,Maintain Current Route,3320.6249999999995,20.0
ORD-6E87E1F7,2025-07-01,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,8,0,On Time,,0.29,4.2,4.56,4736.88,7344,Standard Shipping,0.0,0.3419999999999999,Moderate,Maintain Current Route,5447.411999999999,10.0
ORD-0B3130E3,2024-05-25,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,,0.81,0.3,4.33,1717.69,1898,Standard Shipping,0.0,0.498,Moderate,Maintain Current Route,1975.3435,14.0
ORD-B5C2F65A,2025-04-22,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,29,28,0,On Time,,0.51,3.3,1.37,2551.9,3380,Standard Shipping,0.0,0.438,High,Switch to Air (Priority),20542.795,11.600000000000001
ORD-B4D8E2B8,2024-05-05,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,,0.76,1.5,1.99,5067.04,5758,Standard Shipping,0.0,0.516,Moderate,Maintain Current Route,5827.096,8.0
ORD-782ABB3B,2024-10-21,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,11,0,On Time,,0.73,2.6,1.82,4157.19,4806,Standard Shipping,0.0,0.542,Moderate,Maintain Current Route,4780.768499999999,13.0
ORD-06914AB0,2025-07-16,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,2,0,On Time,,0.31,9.9,3.4,43676.71,6062,Standard Shipping,0.0,0.5820000000000001,Moderate,Manual Review Required,50228.216499999995,4.0
ORD-041BC983,2025-01-18,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,1,0,On Time,,0.19,4.8,2.43,15793.08,2413,Standard Shipping,0.0,0.306,Moderate,Manual Review Required,18162.041999999998,3.0
ORD-8D9D87CE,2025-05-03,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,12,0,On Time,,0.48,9.7,3.44,4354.9,5885,Standard Shipping,0.0,0.6759999999999999,Moderate,Maintain Current Route,5008.134999999999,15.0
ORD-CB4657BA,2024-02-18,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,,0.68,0.7,3.32,5769.96,6869,Standard Shipping,0.0,0.436,Moderate,Maintain Current Route,6635.454,36.0
ORD-C4A90DCC,2025-02-15,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,36,0,On Time,,0.28,3.1,2.9,1743.36,2724,Standard Shipping,0.0,0.292,Moderate,Maintain Current Route,2004.8639999999998,38.0
ORD-D0B3E14A,2024-03-10,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,10,7,0,On Time,,0.59,0.8,3.85,6379.08,8024,Standard Shipping,0.0,0.386,Moderate,Maintain Current Route,7335.941999999999,10.0
ORD-23CC8290,2024-12-28,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,28,0,On Time,,0.6,5.7,2.34,6930.4,8663,Standard Shipping,0.0,0.588,High,Reroute via Atlantic/Cape,10360.947999999999,34.1
ORD-70EFDE93,2024-06-27,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,,0.38,5.3,4.07,5280.57,7653,Standard Shipping,0.0,0.4399999999999999,High,Reroute via Atlantic/Cape,7894.452149999999,28.6
ORD-3901C29B,2025-10-15,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,23,0,On Time,,0.6,8.0,4.84,5644.8,7056,Standard Shipping,0.0,0.6799999999999999,High,Switch to Air (Priority),45440.64,10.8
ORD-1F71A5C5,2024-10-30,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,17,0,On Time,,0.35,1.1,1.32,1572.08,2329,Standard Shipping,0.0,0.254,Moderate,Maintain Current Route,1807.8919999999998,21.0
